id_receita;Rubrica natureza;Descrição natureza receita;Categoria econômica;Origem da receita;Especie da receita;Tipo da receita;Rubrica receita;Alínea da receita;Subalínea da receita;Desdobramento nível 1;Desdobramento nível 2;Desdobramento nível 3;Finalidade da receita;Forma de ingresso;rel_orgao;Unidade;Organograma;Valor orçado R$;Orçado atualizado R$;Orçado deduções R$;Valor lançado mês;Valor arrecadado mês;Valor arrecadado acumulado até o mês;Orçado líquido atualizado R$;Realizado (%);ano
1061;1,32E+13; Remun. de Dep. Banc.Vinc./Piso Enfermagem; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. de Dep. Banc.Vinc./Piso Enfermagem; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 209,15;R$ 209,15;R$ 0,00;0.0;2024
1062;1,32E+13; Remun.de Dep.Banc.de Rec.Vinc.SUS/Prog. Estrut.Rede Serv. de Atenção Básica; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun.de Dep.Banc.de Rec.Vinc.SUS/Prog. Estrut.Rede Serv. de Atenção Básica; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2,19;R$ 2,19;R$ 0,00;0.0;2024
1063;1,32E+13; Rec. de Remun. Dep. Banc./Vinculados - Saude/SUS PAB; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Rec. de Remun. Dep. Banc./Vinculados - Saude/SUS PAB; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.964,61;R$ 1.964,61;R$ 0,00;0.0;2024
1064;1,32E+13; Remun. de Dep.Banc.de Rec. AB Estruturação da Rede de Serviços; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. de Dep.Banc.de Rec. AB Estruturação da Rede de Serviços; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6,99;R$ 6,99;R$ 0,00;0.0;2024
1065;1,32E+13; Rec. de Remun. Dep. Banc./Vinculados - Saude/SUS PAB; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Rec. de Remun. Dep. Banc./Vinculados - Saude/SUS PAB; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.355,79;R$ 4.320,40;R$ 0,00;0.0;2024
1066;1,32E+13; Remun. de Dep. Banc.Vinc./Piso Enfermagem; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. de Dep. Banc.Vinc./Piso Enfermagem; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 146,49;R$ 355,64;R$ 0,00;0.0;2024
1067;1,32E+13; Remun. de Dep.Banc.de Rec. AB Estruturação da Rede de Serviços; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. de Dep.Banc.de Rec. AB Estruturação da Rede de Serviços; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5,84;R$ 12,83;R$ 0,00;0.0;2024
1068;1,32E+13; Remun. de Dep. Banc. Impositiva Genérica Saúde; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. de Dep. Banc. Impositiva Genérica Saúde; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 698,90;R$ 1.542,89;R$ 0,00;0.0;2024
1069;1,32E+13; Remun.de Dep.Banc.de Rec.Vinc.SUS/Prog. Estrut.Rede Serv. de Atenção Básica; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun.de Dep.Banc.de Rec.Vinc.SUS/Prog. Estrut.Rede Serv. de Atenção Básica; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1,82;R$ 4,01;R$ 0,00;0.0;2024
1070;1,32E+13; Remun. de Dep. Banc.Vinc./Piso Enfermagem; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. de Dep. Banc.Vinc./Piso Enfermagem; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 137,59;R$ 493,23;R$ 0,00;0.0;2024
1071;1,32E+13; Remun. de Dep. Banc. Impositiva Genérica Saúde; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. de Dep. Banc. Impositiva Genérica Saúde; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 724,33;R$ 2.267,22;R$ 0,00;0.0;2024
1072;1,32E+13; Remun.de Dep.Banc.de Rec.Vinc.SUS/Prog. Estrut.Rede Serv. de Atenção Básica; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun.de Dep.Banc.de Rec.Vinc.SUS/Prog. Estrut.Rede Serv. de Atenção Básica; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1,89;R$ 5,90;R$ 0,00;0.0;2024
1073;1,32E+13; Remun. de Dep.Banc.de Rec. AB Estruturação da Rede de Serviços; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. de Dep.Banc.de Rec. AB Estruturação da Rede de Serviços; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6,07;R$ 18,90;R$ 0,00;0.0;2024
1074;1,32E+13; Rec. de Remun. Dep. Banc./Vinculados - Saude/SUS PAB; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Rec. de Remun. Dep. Banc./Vinculados - Saude/SUS PAB; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.598,60;R$ 6.919,00;R$ 0,00;0.0;2024
1075;1,32E+13; Remun.de Dep.Banc.de Rec.Vinc.SUS/Prog. Estrut.Rede Serv. de Atenção Básica; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun.de Dep.Banc.de Rec.Vinc.SUS/Prog. Estrut.Rede Serv. de Atenção Básica; Arrecadações; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE; FUNDO MUNICIPAL DE SAUDE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2,00;R$ 7,90;R$ 0,00;0.0;2024
